description,genre
"Deep learning neural networks have become easy to define and fit, but are still hard to configure. Discover exactly how to improve the performance of deep learning neural network models on your predictive modeling projects. With clear explanations, standard Python libraries, and step-by-step tutorial lessons, you’ll discover how to better train your models, reduce overfitting, and make more accurate predictions.",Computers
"First on the market to cover Sun's new IDE Forte, this special edition of a Liang's widely used Java book is a comprehensive introduction to Java programming with an expanded in-depth treatment of object-oriented programming. The book is easy to read and well paced, and is ideal for self-study. The book covers all subjects required in the Level I Java Certification Exam -- fundamentals of programming (including primitive data types, control statements, methods, and arrays); object-oriented programming; graphics programming; exception handling; internalization; multithreading; multimedia; l/O; networking; and Java data structures",Computers
"The riveting novel from the #1 New York Times bestselling author of The Liar. “She stood in the deep, dark woods, breath shallow and cold prickling over her skin despite the hot, heavy air. She took a step back, then two, as the urge to run fell over her.” Naomi Bowes lost her innocence the night she followed her father into the woods. In freeing the girl trapped in the root cellar, Naomi revealed the horrible extent of her father’s crimes and made him infamous. No matter how close she gets to happiness, she can’t outrun the sins of Thomas David Bowes. Now a successful photographer living under the name Naomi Carson, she has found a place that calls to her, a rambling old house in need of repair, thousands of miles away from everything she’s ever known. Naomi wants to embrace the solitude, but the kindly residents of Sunrise Cove keep forcing her to open up—especially the determined Xander Keaton. Naomi can feel her defenses failing, and knows that the connection her new life offers is something she’s always secretly craved. But the sins of her father can become an obsession, and, as she’s learned time and again, her past is never more than a nightmare away.",Fiction
"Transforming Nursing Practice is a series tailor made for pre-registration student nurses. Each book in the series is: · Affordable · Mapped to the NMC Standards and Essential Skills Clusters · Focused on applying theory to practice · Full of active learning features ‘The set of books is an excellent resource for students. The series is small, easily portable and valuable. I use the whole set on a regular basis.’ Fiona Davies, Senior Nurse Lecturer, University of Derby Whatever stage you are at in your nursing career leadership, management and team working skills will be central to your role as a modern nurse. The book has been carefully crafted to equip you with these skills helping you to understand why leadership and management is so important, how it fits in with your daily practice and what the key theory and knowledge is. It will be a valuable resource for all three years of the nursing degree and a tool to help you grow into a nurse leader of the future. Key features: · Written with the needs of student nurses firmly in mind with activities and case studies that bring theory to life · Linked to the latest NMC Standards and Essential Skills Clusters for pre-registration nursing education · Provides practical guidance on the immediate challenges that the new nurse will face About the Authors Peter Ellis is Nursing Director at Hospice in the Weald, Pembury, Kent. Shirley Bach is Head of the School of Health Sciences at the University of Brighton.",Medical
"A 1927 novel with Hercule Poirot and Captain Hastings as protagonists. The book was published shortly after the death of Agatha's mother and her divorce from her first husband. There was no inspiration, so the author reworked the stories previously published only in magazines, combined them with the confrontation of Hercule Poirot and the international criminal organization ""Big Four"", and we got a novel of the same name. Hercule Poirot so many intricate cases unraveled – why would he not reveal and defuse the world conspiracy? To Hercule Poirot came a strange stranger, said no less strange things and lost consciousness. And soon he was dead. Thus begins the story of the struggle between Poirot and the Big Four – a mysterious organization that has everything – intelligence, money, power and far-reaching plans. This time Poirot (and with him and his faithful friend Hastings) has worthy and powerful opponents, who are not at all simple, and to know their names means nothing, especially since one of them changes faces like gloves. Our dear Lady Agatha decided to scare her character's fans. And Poirot surprises more and more. The finale of the story is what it should be, true, with a pinch of uncertainty, but it gave it spice.",Fiction
"From Brandon Sanderson comes a short novel of the #1 New York Times bestselling Stormlight Archive (previously published in Arcanum Unbounded). Three years ago, Lift asked a goddess to stop her from growing older—a wish she believed was granted. Now, in Edgedancer, the barely teenage nascent Knight Radiant finds that time stands still for no one. Although the young Azish emperor granted her safe haven from an executioner she knows only as Darkness, court life is suffocating the free-spirited Lift, who can’t help heading to Yeddaw when she hears the relentless Darkness is there hunting people like her with budding powers. The downtrodden in Yeddaw have no champion, and Lift knows she must seize this awesome responsibility.",Fiction
"A study of Persian travel accounts, dealing with India, Iran and Central Asia between 1400 and 1800.",History
"The Handbook on Teaching Social Issues, 2nd edition, provides teachers and teacher educators with a comprehensive guide to teaching social issues in the classroom. This second edition re-frames the teaching of social issues with a dedicated emphasis on issues of social justice. It raises the potential for a new and stronger focus on social issues instruction in schools. Contributors include many of the leading experts in the field of social studies education. Issues-centered social studies is an approach to teaching history, government, geography, economics and other subject related courses through a focus on persistent social issues. The emphasis is on problematic questions that need to be addressed and investigated in-depth to increase social understanding, active participation, and social progress. Questions or issues may address problems of the past, present, or future, and involve disagreement over facts, definitions, values, and beliefs arising in the study of any of the social studies disciplines, or other aspects of human affairs. The authors and editor believe that this approach should be at the heart of social studies instruction in schools. ENDORSEMENTS ""At a time when even the world’s most stable democracies are backsliding towards autocratic rule, Ronald Evans has pulled together an essential guide for teachers who want to do something about it. The 2nd edition of the Handbook on Teaching Social Issues is a brilliant and timely collection that should be the constant companion for teachers across the disciplines."" Joel Westheimer University Research Chair in Democracy and Education University of Ottawa ""The Handbook on Teaching Social Issues (2nd edition) is a fantastic resource for teachers, teacher educators, and professional development specialists who are interested in ensuring that social issues are at the center of the curriculum. The chapters are focused on the most important contemporary thinking about what social issues are, why they are so important for young people to learn about, and what research indicates are the most effective pedagogical approaches. The wide-ranging theoretical and practical expertise of the editor and all of the chapter authors account for why this handbook makes such an exceptional contribution to our understanding of how and why the social issues approach is so important and stimulating."" Diana Hess Dean, UW-Madison School of Education Karen A. Falk Distinguished Chair of Education ""Democracy, both as a form of governance and a reservoir of principles and practices, faces an existential threat. The Handbook on Teaching Social Issues is a perfectly-timed and wonderfully engaging exploration of what lies at the heart of social studies curriculum: social inquiry for democratic life. The authors provide conceptual frames, classroom strategies and deep insights about the complex and utterly crucial work of education for democratic citizenship. Education like that conceptualized and described in this volume is a curative so needed at this critical moment. Ron Evans and his colleagues have delivered, assembling an outstanding set of contributions to the field. The Handbook underscores John Dewey's now-haunting invocation that democracy must be renewed with each generation and an education worthy of its name is the handmaiden of democratic rebirth."" William Gaudelli Dean and Professor Lehigh University ""This volume is so timely and relevant for democratic education. Instead of retreating to separate ideological corners, the authors in this handbook invite us to engage in deliberative discourse that requires civic reasoning and often requires us to meet in a place that serves us all."" Gloria Ladson-Billings, Professor Emerita Department of Curriculum & Instruction University of Wisconsin President, National Academy of Education Fellow, AERA, AAAS, and Hagler Institute @ Texas A&M ""At the heart of our divisive political and social climate is the need to understand and provide clarity over polarizing concepts. Historically, confusion and resistance has hindered the nation's growth as a democratic nation. Typically, the most vulnerable in our society has suffered the most from our unwillingness to reconceptualize society. The Handbook on Teaching Social Issues, 2nd edition, is a good step in helping social studies educators, students, and laypersons realize a new society that focuses on equity. With over 30 chapters, Ronald Evans and his colleagues' centered inquiry, critical thinking, controversy, and action to challenge ideologies and connect social studies to student's lives and the real world. The first edition helped me as a young social studies teacher; I am excited to use the 2nd edition with my teacher education students!"" LaGarrett King Isabella Wade Lyda and Paul Lyda Professor of Education Founding Director, CARTER Center for K-12 Black history education University of Missouri ""Ronald Evans has curated a collection of informative contributions that will serve as an indispensable resource for social studies educators committed to engaging their students in the thoughtful examination of social issues. The Handbook on Teaching Social Issues, 2nd edition, articulates the historical, definitional, and conceptual foundations of social issues education. It offers clear presentations of general guidelines for unit planning, discussion methods, and assessment. It identifies specific teaching strategies, resources, and sample lessons for investigating a range of persistent and contemporary social issues on the elementary, middle, and secondary levels through the social studies disciplines. Updated with perspectives on education for social justice that have emerged since the first edition, this edition effectively situates social issues education in the contemporary sociopolitical milieu. The Handbook on Teaching Social Issues, is a timely, accessible, and practical guide to involving students in a vital facet of citizenship in a democracy."" William G. Wraga, Professor Dean’s Office Mary Frances Early College of Education University of Georgia ""The Handbook on Teaching Social Issues, 2nd edition is a long-awaited, welcome, and timely volume. It is apparent that the foundational tenets of the first edition have served social studies professionals well over the past 25 years, given the growth of social issues scholarship showcased in this new edition. Notable is the re-framing and presentation here of scholarship through a social justice lens. I appreciate the offering of unique tools on an array of specific, critical topics that fill gaps in our pedagogical content knowledge. This volume will sit right alongside my dog-eared 1996 edition and fortify many methods courses, theses, and dissertations to come. Sincere thanks to the editor and authors for what I am certain will be an enduring, catalyzing contribution."" Nancy C. Patterson Professor of Education Social Studies Content Area Coordinator Bowling Green State University ""The Handbook on Teaching Social Issues is a tool that every informed social studies educator should have in their instructional repertoire. Helping students understand how to investigate and take action against problems is essential to developing a better world. The articles in this handbook provide explanations and reasonings behind issues-centered education as well as strategies to employ at every age level of learning. I look forward to using this edition with the K-12 social studies teachers in my district in order to better prepare our students for future learning and living."" Kelli Hutt, Social Studies Curriculum Facilitator Dallas Center-Grimes CSD Grimes, Iowa ""Ron Evans has chosen an appropriate time to create a companion publication to the first Handbook on Teaching Social Issues published in 1996. During the last few years, social studies teachers have been confronted by student inquiries on a plethora of historical and contemporary issues that implores for the implementation of an interdisciplinary approach to the teaching of anthropology, economics, geography, government, history, sociology, and psychology in order for students to make sense of the world around them and develop their own voices. This demands a student centered focus in the classroom where problematic questions must be addressed and investigated in depth in order to increase social understanding and active participation toward social progress. This volume provides crucial upgrades to the original handbook including a greater emphasis on teaching issues in the elementary grades, the inclusion of issues pertaining to human rights, genocide and sustainability to be addressed in the secondary grades, and addressing issues related to disabilities."" Mark Previte, Associate Professor of Secondary Education University of Pittsburgh-Johnstown Chair, NCSS Issues Centered Education Community",Education
"75 fail-proof recipes for delicious vegetable from the world’s most trusted and bestselling Italian cookbook series Italian Cooking School: Vegetables is the latest addition to this fail-proof Italian cookbook series. Step-by-step instructions and photography guide readers through the preparation process and ensure success every time. Chapters cover salads, steaming, boiling and stewing, grilling, frying, roasting and baking. Phaidon proudly presents the Italian Cooking School series from The Silver Spoon, which is designed for modern cooks to prepare delicious and authentic Italian recipes at home. Ideal for cooking novices, each title in the series features illustrated instructions for basic techniques and a collection of 75 recipes to inspire readers.",Cooking
"One of Time's Must-Read Books of 2024 • One of Indigo's Top Ten Sci-Fi and Fantasy Books of 2024 • Named Best Book of the Year by Barnes and Noble • One of Kobo CA's Best Science Fiction Books of 2024 Ten years after the publication of Annihilation, the surprise fourth volume in Jeff VanderMeer’s blockbuster Southern Reach Trilogy. When the Southern Reach Trilogy was first published a decade ago, it was an instant sensation, celebrated in a front-page New York Times story before publication, hailed by Stephen King and many others. Each volume climbed the bestsellers lists, awards were won, the books made the rare transition from paperback original to hardcover, and the movie adaptation became a cult classic. All told, the trilogy has sold more than a million copies, and has secured its place in the pantheon of twenty-first-century literature. And yet, for Jeff VanderMeer there was never full closure to the story of Area X. There were a few mysteries that had gone unsolved, some key points of view never aired. There were stories left to tell. There remained questions about who had been complicit in creating the conditions for Area X to take hold; the story of the first mission into the Forgotten Coast—before Area X was called Area X—had never been fully told; and what if someone had foreseen the world after Acceptance? How crazy would they seem? Structured in three parts, each recounting a new expedition, this book delivers some long-awaited answers, to be sure, but also more questions, and profound new surprises. Absolution is a brilliant, beautiful, and ever-terrifying plunge into unique and fertile literary territory. It is the final word on one of the most provocative and popular speculative fiction series of our time.",Fiction
"#1 New York Times bestselling author Brandon Sanderson expands his Cosmere universe shared by The Stormlight Archive and Mistborn with a new standalone novel for everyone who loved The Princess Bride. The only life Tress has known on her island home in an emerald-green ocean has been a simple one, with the simple pleasures of collecting cups brought by sailors from faraway lands and listening to stories told by her friend Charlie. But when his father takes him on a voyage to find a bride and disaster strikes, Tress must stow away on a ship and seek the Sorceress of the deadly Midnight Sea. Amid the spore oceans where pirates abound, can Tress leave her simple life behind and make her own place sailing a sea where a single drop of water can mean instant death? This is a large print, paper-over-board hardcover edition of Tress of the Emerald Sea.",Fiction
"Buying the Night Flight is Georgie Anne Geyer's retelling of her thrilling rise from cub reporter to foreign correspondent as she made her way into the male-dominated world of journalism. Geyer transports the reader to Guatemala, Cuba, Egypt, Russia, and Cambodia, recounting the history and politics, adventure and exhaustion of the time from a truly unique perspective. Told with brilliance and dead-on honesty, this book vividly captures the triumphs of a determined and talented young reporter.",Biography
"Apply cutting-edge AI techniques to your Dynamics 365 environment to create new solutions to old business problems In Machine Learning with Dynamics 365 and Power Platform: The Ultimate Guide to Apply Predictive Analytics, an accomplished team of digital and data analytics experts delivers a practical and comprehensive discussion of how to integrate AI Builder with Dataverse and Dynamics 365 to create real-world business solutions. It also walks you through how to build powerful machine learning models using Azure Data Lake, Databricks, Azure Synapse Analytics. The book is filled with clear explanations, visualizations, and working examples that get you up and running in your development of supervised, unsupervised, and reinforcement learning techniques using Microsoft machine learning tools and technologies. These strategies will transform your business verticals, reducing costs and manual processes in finance and operations, retail, telecommunications, and manufacturing industries. The authors demonstrate: What machine learning is all about and how it can be applied to your organization's Dynamics 365 and Power Platform Projects The creation and management of environments for development, testing, and production of a machine learning project How adopting machine learning techniques will redefine the future of your ERP/CRM system Perfect for Technical Consultants, software developers, and solution architects, Machine Learning with Dynamics 365 and Power Platform is also an indispensable guide for Chief Technology Officers seeking an intuitive resource for how to implement machine learning in modern business applications to solve real-world problems.",Computers
"From the author of the global bestseller, The Power of Habit 'This is not just a riveting read about how to understand others better. It's also a revealing look at how to be understood.' - ADAM GRANT If you want to improve your communication skills at work and in life, this book is the place the start.' - ARTHUR C. BROOKS Professor, Harvard Business School, and #1 New York Times bestselling author ___________________________________________________________ Who and what are supercommunicators? They're the people who can steer a conversation to a successful conclusion. They are able to talk about difficult topics without giving offence. They know how to make others feel at ease and share what they think. They're brilliant facilitators and decision-guiders. How do they do it? In this groundbreaking new book, Charles Duhigg unravels the secrets of the supercommunicators to reveal the art - and the science - of successful communication. He unpicks the different types of everyday conversation and pinpoints why some go smoothly while others swiftly fall apart. He reveals the conversational questions and gambits that bring people together. And he shows how even the most tricky of encounters can be turned around. In the process, he shows why a CIA operative was able to win over a reluctant spy, how a member of a jury got his fellow jurors to view an open-and-shut case differently, and what a doctor found they needed to do to engage with a vaccine sceptic. Above all, he reveals the techniques we can all master to successfully connect with others, however tricky the circumstances. Packed with fascinating case studies and drawing on cutting-edge research, this book will change the way you think about what you say, and how you say it. _______________________________________________________________ 'Charles Duhigg goes through a mountain of research - and some riveting stories - and unearths practical tactics to show that anyone can become a more effective listener, speaker, and even social media poster.' - DAVID EPSTEIN, bestselling author of Range and The Sports Gene",Business
"All the essential techniques, profusely illustrated with step-by-step photographs. How do you recognise a San Marzano tomato? How do you shape tortellini? How do you cut scallopine? Everyone loves Italian food, but the ingredients and techniques can be new territory. To make sense of it all, you need La Cucina Italiana.",Cooking
"This book is a landmark in cultural psychology, presenting Ernest Boesch’s comprehensive theory of culture in psychology. It advances Wilhelm Wundt’s research, challenging the dismissal of his ethnographic analysis as soft science. The book argues against the soft vs. hard science distinction in psychology.",Education
"Ein bewegendes Coming-of-Age-Drama vor dem Hintergrund Nigerias, in dem ein junges Mädchen inmitten politischer Unruhen und familiärer Zerwürfnisse erwachsen wird. In Chimamanda Ngozi Adichies vielgelobtem Debütroman Blauer Hibiskus erzählt die 15-jährige Kambili mit sanfter, eindringlicher Stimme von dem schicksalhaften Jahr, das ihre Kindheit beendete. Das Haus ihrer Familie, umgeben von Hibiskus, Tempelbäumen und hohen Mauern, scheint zunächst ein Hort der Geborgenheit. Doch hinter den Mauern liegt eine Welt im Aufruhr: Nigeria versinkt in politischem Terror und Gewalt. Als Kambilis Familie auseinanderbricht, muss sie sich den Herausforderungen des Erwachsenwerdens stellen. Dabei entdeckt sie nicht nur die Liebe und den Mut, für ihre Überzeugungen einzustehen, sondern auch die Kraft, ihre eigene Stimme zu finden. Blauer Hibiskus ist ein ergreifendes Porträt einer jungen Frau, die inmitten von Angst und Schmerz ihren Weg sucht - verzweifelt schön und ganz gegenwartsnah. Chimamanda Ngozi Adichies preisgekröntes literarisches Debüt begeistert mit seinem einfühlsamen Blick auf die Wirren des Heranwachsens und der zeitlosen Botschaft von Hoffnung und Selbstbestimmung.",Fiction
"A Tale of Survival is an explosive story that is much more than a simple memoir of an Hispanic woman: it is an important, quintessential American story of adversity and perseverance. This is a brutally honest and provocative tale of not merely survival but success from one who came from a time and place where success and upward mobility for a Mexican-American was not only unlikely but damn near impossible. Unlike some other Hispanic memoirs, Grace Flores-Hughes describes her childhood and transition to adulthood and beyond, against the tapestry of the modern Hispanic experience and the sometimes turbulent era of the rebellious baby-boomer generation. She writes of assimilation, racial and ethnic injustice, her role in coining of the term Hispanic, and her championing the lives of the disenfranchised before and after the civil rights movement. Further, Ms. Flores- Hughes takes you on this treacherous journey while exploring her encounters and friendships with many of America's leaders. She demonstrates in this colorful and spicy story that ""Hold the Salsa"" has never been her style; a story that chronicles the emergence of a child's identity to that of an accomplished Hispanic woman who rose against all odds.",Biography
"Clay Summers has a reputation for being a jerk. He was one of the youngest teenagers to be signed to Team Loco, a professional motocross racing team, and he knows it’s because of his dedication to the sport. Clay doesn’t have time for friends, family, or girlfriends. Autographs and publicity stunts annoy him to no end. All he wants to do is ride his dirt bike. Avery Dunn just graduated high school and she has no idea what to do next. Tired of living in her small town, she dreams of traveling the world and getting paid to do it. So when the perfect internship with Team Loco comes around, she’ll do whatever it takes to keep her spot on the team so she can travel the country as they go to races each week. Team Loco is determined to have a family friendly image, and Avery’s number one job is to make Clay become a team player with their fans. If she doesn’t get him to sign autographs, takes pictures, and smile more, she’ll be out of a job. She’s spent enough time with Clay to know there’s a little softness underneath his intimidating exterior, and before she knows it, she’s starting to fall for him. Little does Avery know, Clay might be falling for her, too. Captivating Clay is the third standalone book in The Team Loco Trilogy, a series of flirty, upper Young Adult romances. No cliffhanger and a happily ever after!",Fiction
"Caroline Shaw had been a rag doll of a girl in golden Palm Beach until she created a business, Romance, Inc. For Caroline, it was a dream come true--until the forces of the past made it a nightmare, threatening her happiness, her son, and her chance to love again.",Fiction
"""The subtitle of this book is something of a misnomer, for it concerns not only Royal Air Force prisoners of war but also those of the Royal Australian Air Force, Royal Canadian Air Force, Royal New Zealand Air Force, South African Air Force, and the Royal Navy Fleet Air Arm, along with the French Arm?e de l 'Air from the 'Phoney War' in 1939 up until the aftermath of the invasion of the Low Countries and France in the summer of 1940 ... [This book reconstructs] a coherent history of aircrew prisoners of war in camps administered by the German Army between September 1939 and September 1942""--P. 12.",History
"This book introduces the fundamental constructs of C++ and provides a gentle introduction to the ideas of object oriented programming. It is important to understand the basics of both these approaches to program design. Written in an easy-to-follow style, this book is well illustrated and contains many practical exercises. It is suitable for individual study or classroom use and will be of value to those new to programming and to existing programmers wishing to make the switch to C++.",Computers
"This is a new type of calculus book: Students who master this text will be well versed in calculus and, in addition, possess a useful working knowledge of one of the most important mathematical software systems, namely, MACSYMA. This will equip them with the mathematical competence they need for science and engi neering and the competitive workplace. The choice of MACSYMA is not essential for the didactic goal of the book. In fact, any of the other major mathematical software systems, e. g. , AXIOM, MATHEMATICA, MAPLE, DERIVE, or REDUCE, could have been taken for the examples and for acquiring the skill in using these systems for doing mathematics on computers. The symbolic and numerical calcu lations described in this book will be easily performed in any of these systems by slight modification of the syntax as soon as the student understands and masters the MACSYMA examples in this book. What is important, however, is that the student gets all the information necessary to design and execute the calculations in at least one concrete implementation language as this is done in this book and also that the use of the mathematical software system is completely integrated with the text. In these times of globalization, firms which are unable to hire adequately trained technology experts will not prosper. For corporations which depend heavily on sci ence and engineering, remaining competitive in the global economy will require hiring employees having had a traditionally rigorous mathematical education.",Computers
"From #1 New York Times bestselling author Brandon Sanderson―creator of The Stormlight Archive, the Mistborn Saga, and countless bestselling works of science fiction and fantasy―this iconic short fiction collection features stories set across the Cosmere universe. The Stormlight Archive novella ""Edgedancer"" is the crown jewel of Arcanum Unbounded: The Cosmere Collection, which includes novellas and short stories from the worlds of the Stormlight Archive, the Mistborn Saga, Elantris, and more. This collection includes: “The Hope of Elantris” (Elantris) “The Eleventh Metal” (Mistborn) “The Emperor's Soul” (Elantris) “Allomancer Jak and the Pits of Eltania, Episodes 28 through 30” (Mistborn) “White Sand"" (excerpt; Taldain) ""Shadows for Silence in the Forests of Hell” (Threnody) “Sixth of Dusk” (First of the Sun) “Mistborn: Secret History” (Mistborn) ""Edgedancer"" (The Stormlight Archive) These nine wonderful works, published elsewhere individually, convey the expanse of the Cosmere and tell exciting tales of adventure Sanderson fans have come to expect, including the Hugo Award-winning novella “The Emperor's Soul” and an excerpt from the graphic novel ""White Sand."" Finally, this collection includes essays and illustrations for the various planetary systems in which the stories are set. Other Tor books by Brandon Sanderson The Cosmere The Stormlight Archive ● The Way of Kings ● Words of Radiance ● Edgedancer (novella) ● Oathbringer ● Dawnshard (novella) ● Rhythm of War ● Wind and Truth The Mistborn Saga The Original Trilogy ● Mistborn ● The Well of Ascension ● The Hero of Ages Wax and Wayne ● The Alloy of Law ● Shadows of Self ● The Bands of Mourning ● The Lost Metal Other Cosmere novels ● Elantris ● Warbreaker ● Tress of the Emerald Sea ● Yumi and the Nightmare Painter ● The Sunlit Man The Alcatraz vs. the Evil Librarians series ● Alcatraz vs. the Evil Librarians ● The Scrivener's Bones ● The Knights of Crystallia ● The Shattered Lens ● The Dark Talent ● Bastille vs. the Evil Librarians (with Janci Patterson) Other novels ● The Rithmatist ● Legion: The Many Lives of Stephen Leeds ● The Frugal Wizard’s Handbook for Surviving Medieval England Other books by Brandon Sanderson The Reckoners ● Steelheart ● Firefight ● Calamity Skyward ● Skyward ● Starsight ● Cytonic ● Skyward Flight (with Janci Patterson) ● Defiant At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Fiction
"As data science evolves to become a business necessity, the importance of assembling a strong and innovative data teams grows. In this in-depth report, data scientist DJ Patil explains the skills, perspectives, tools and processes that position data science teams for success. Topics include: What it means to be ""data driven."" The unique roles of data scientists. The four essential qualities of data scientists. Patil's first-hand experience building the LinkedIn data science team.",Computers
"INSTANT NEW YORK TIMES BESTSELLER • In this funny and honest feel-good memoir, social media star Kacie Rose offers a refreshingly honest take on navigating a new life abroad. In 2021, Kacie decided to leave her life as a pro dancer in New York City and move to Italy – and she never looked back. Okay, that isn't strictly true... In You Deserve Good Gelato, Kacie reflects on everything from travel fails and homesickness to the joy of culture shocks and the power of doing the s*** that scares you. Because life is too short not to. In this joyful memoir, you will find: Personal essays that tell Kacie’s story and empower you to challenge yourself A candid outlook on life as an expat, covering everything from the terror of driving on Italian roads to the trials of speaking a new language and the genuine beauty of a slower pace of life Inspirational quotes that encourage you to step out of your comfort zone By sharing her personal stories of life under the Tuscan sun, Kacie explains how travel is a privilege, why cultural differences are the coolest things in the world, and how there's a positive you can take away from literally any situation. You Deserve Good Gelato will have you taking the leap and embracing this big beautiful world that we call home. New York Times Bestseller - June 2024",Biography
"Practical patterns for scaling machine learning from your laptop to a distributed cluster. Distributing machine learning systems allow developers to handle extremely large datasets across multiple clusters, take advantage of automation tools, and benefit from hardware accelerations. This book reveals best practice techniques and insider tips for tackling the challenges of scaling machine learning systems. In Distributed Machine Learning Patterns you will learn how to: Apply distributed systems patterns to build scalable and reliable machine learning projects Build ML pipelines with data ingestion, distributed training, model serving, and more Automate ML tasks with Kubernetes, TensorFlow, Kubeflow, and Argo Workflows Make trade-offs between different patterns and approaches Manage and monitor machine learning workloads at scale Inside Distributed Machine Learning Patterns you’ll learn to apply established distributed systems patterns to machine learning projects—plus explore cutting-edge new patterns created specifically for machine learning. Firmly rooted in the real world, this book demonstrates how to apply patterns using examples based in TensorFlow, Kubernetes, Kubeflow, and Argo Workflows. Hands-on projects and clear, practical DevOps techniques let you easily launch, manage, and monitor cloud-native distributed machine learning pipelines. About the technology Deploying a machine learning application on a modern distributed system puts the spotlight on reliability, performance, security, and other operational concerns. In this in-depth guide, Yuan Tang, project lead of Argo and Kubeflow, shares patterns, examples, and hard-won insights on taking an ML model from a single device to a distributed cluster. About the book Distributed Machine Learning Patterns provides dozens of techniques for designing and deploying distributed machine learning systems. In it, you’ll learn patterns for distributed model training, managing unexpected failures, and dynamic model serving. You’ll appreciate the practical examples that accompany each pattern along with a full-scale project that implements distributed model training and inference with autoscaling on Kubernetes. What's inside Data ingestion, distributed training, model serving, and more Automating Kubernetes and TensorFlow with Kubeflow and Argo Workflows Manage and monitor workloads at scale About the reader For data analysts and engineers familiar with the basics of machine learning, Bash, Python, and Docker. About the author Yuan Tang is a project lead of Argo and Kubeflow, maintainer of TensorFlow and XGBoost, and author of numerous open source projects. Table of Contents PART 1 BASIC CONCEPTS AND BACKGROUND 1 Introduction to distributed machine learning systems PART 2 PATTERNS OF DISTRIBUTED MACHINE LEARNING SYSTEMS 2 Data ingestion patterns 3 Distributed training patterns 4 Model serving patterns 5 Workflow patterns 6 Operation patterns PART 3 BUILDING A DISTRIBUTED MACHINE LEARNING WORKFLOW 7 Project overview and system architecture 8 Overview of relevant technologies 9 A complete implementation",Computers
"Written by a practicing emergency physician, The White Coat Investor is a high-yield manual that specifically deals with the financial issues facing medical students, residents, physicians, dentists, and similar high-income professionals. Doctors are highly-educated and extensively trained at making difficult diagnoses and performing life saving procedures. However, they receive little to no training in business, personal finance, investing, insurance, taxes, estate planning, and asset protection. This book fills in the gaps and will teach you to use your high income to escape from your student loans, provide for your family, build wealth, and stop getting ripped off by unscrupulous financial professionals. Straight talk and clear explanations allow the book to be easily digested by a novice to the subject matter yet the book also contains advanced concepts specific to physicians you won't find in other financial books. This book will teach you how to: Graduate from medical school with as little debt as possible Escape from student loans within two to five years of residency graduation Purchase the right types and amounts of insurance Decide when to buy a house and how much to spend on it Learn to invest in a sensible, low-cost and effective manner with or without the assistance of an advisor Avoid investments which are designed to be sold, not bought Select advisors who give great service and advice at a fair price Become a millionaire within five to ten years of residency graduation Use a ""Backdoor Roth IRA"" and ""Stealth IRA"" to boost your retirement funds and decrease your taxes Protect your hard-won assets from professional and personal lawsuits Avoid estate taxes, avoid probate, and ensure your children and your money go where you want when you die Minimize your tax burden, keeping more of your hard-earned money Decide between an employee job and an independent contractor job Choose between sole proprietorship, Limited Liability Company, S Corporation, and C Corporation Take a look at the first pages of the book by clicking on the Look Inside feature Praise For The White Coat Investor ""Much of my financial planning practice is helping doctors to correct mistakes that reading this book would have avoided in the first place."" - Allan S. Roth, MBA, CPA, CFP(R), Author of How a Second Grader Beats Wall Street ""Jim Dahle has done a lot of thinking about the peculiar financial problems facing physicians, and you, lucky reader, are about to reap the bounty of both his experience and his research."" - William J. Bernstein, MD, Author of The Investor's Manifesto and seven other investing books ""This book should be in every career counselor's office and delivered with every medical degree."" - Rick Van Ness, Author of Common Sense Investing ""The White Coat Investor provides an expert consult for your finances. I now feel confident I can be a millionaire at 40 without feeling like a jerk."" - Joe Jones, DO ""Jim Dahle has done for physician financial illiteracy what penicillin did for neurosyphilis."" - Dennis Bethel, MD ""An excellent practical personal finance guide for physicians in training and in practice from a non biased source we can actually trust."" - Greg E Wilde, M.D Scroll up, click the buy button, and get started today!",Business
""" Dr Levitt has set out to provide an exhaustive and detailed bibliography of the criticism of Synge's works published up to the end of 1969, although some material for 1970-71 has also been included. In collecting and systematically organizing these references he has made a major contribution to bibliography and provided an essential tool for students of Anglo-Irish writing.Criticism in books and periodicals is listed in the first part, and in the second newspaper criticism is arranged under the place of publication of the newspaper, giving the title of the article, arranged chronologically by date and page number. A third and essential part of the book is the index, which provides further ways of approach to the citations.The author is Professor of English at the University of Colorado."" –Publisher.",Literary Criticism
